CDSEXE,MTREV,NBENF,CDSITFAM,DTADH,CDTMT,CDCATCL,AGEAD,adh,CATAGEAD,CATadh,is_adh
3,1676,0,U,1984-03-06,0,21,39,20,31_40,11_20,demissionnaire
2,0,0,A,1986-05-26,0,10,28,21,21_30,21_30,adherent
4,0,0,A,2004-06-02,0,21,26,0,21_30,0_10,demissionnaire
3,1231,enfants,M,1990-10-22,2,10,36,17,31_40,11_20,adherent
2,0,0,A,1985-01-04,0,21,30,16,21_30,11_20,demissionnaire
3,2112,enfants,M,1981-09-25,2,10,33,26,31_40,21_30,adherent
3,0,0,A,1974-09-09,0,21,44,30,41_50,21_30,demissionnaire
2,2284,0,M,2007-03-30,0,21,67,0,61_70,0_10,adherent
2,0,0,V,1978-09-29,2,10,49,29,41_50,21_30,adherent
4,1268,enfants,C,2000-08-07,0,21,27,5,21_30,0_10,demissionnaire
3,0,0,A,1982-12-08,0,21,36,18,31_40,11_20,demissionnaire
3,0,0,A,1979-07-01,0,21,51,24,51_60,21_30,demissionnaire
3,940,0,G,1986-04-10,0,21,38,18,31_40,11_20,demissionnaire
2,0,0,C,2004-09-14,2,10,33,3,31_40,0_10,adherent
2,0,0,A,1980-03-11,0,21,27,19,21_30,11_20,demissionnaire
3,0,0,S,1981-04-27,0,21,30,24,21_30,21_30,demissionnaire
2,1850,enfants,G,1999-11-12,0,21,29,8,21_30,0_10,adherent
2,0,0,A,1972-10-09,0,21,30,29,21_30,21_30,demissionnaire
3,3300,enfants,M,2003-10-24,0,21,54,4,51_60,0_10,adherent
3,1300,enfants,M,2002-04-05,0,21,38,2,31_40,0_10,demissionnaire
2,0,enfants,M,2000-12-04,0,21,28,5,21_30,0_10,demissionnaire
2,0,0,A,1978-04-12,0,21,30,24,21_30,21_30,demissionnaire
3,0,0,A,1988-09-26,0,21,28,14,21_30,11_20,demissionnaire
3,0,0,S,1993-02-22,2,10,51,14,51_60,11_20,adherent
4,0,0,C,1982-04-07,0,21,23,22,21_30,21_30,demissionnaire
3,1890,enfants,M,1999-07-08,0,21,30,7,21_30,0_10,demissionnaire
4,0,0,C,1987-09-23,0,21,71,13,71plus,11_20,demissionnaire
2,0,0,A,1990-11-26,0,21,72,12,71plus,11_20,demissionnaire
3,0,0,A,1992-12-17,0,21,31,7,31_40,0_10,demissionnaire
2,2286,0,M,1988-04-14,0,21,34,13,31_40,11_20,demissionnaire
3,0,0,M,1992-07-20,0,21,23,14,21_30,11_20,demissionnaire
2,0,0,A,1975-10-23,0,21,25,29,21_30,21_30,demissionnaire
2,0,0,A,1994-04-27,0,21,25,11,21_30,11_20,demissionnaire
3,0,0,A,2000-03-13,0,21,53,1,51_60,0_10,demissionnaire
3,0,0,A,1979-11-29,0,21,29,22,21_30,21_30,demissionnaire
2,0,0,A,1988-07-11,0,10,24,6,21_30,0_10,demissionnaire
4,0,0,A,2000-03-22,0,21,26,0,21_30,0_10,demissionnaire
3,0,0,M,2005-01-26,0,21,28,0,21_30,0_10,demissionnaire
2,0,0,A,1972-05-16,0,21,54,27,51_60,21_30,demissionnaire
2,0,0,A,1990-09-07,0,21,39,16,31_40,11_20,demissionnaire
3,0,enfants,C,1991-11-06,2,10,22,16,21_30,11_20,adherent
3,0,0,A,1996-10-04,0,21,29,6,21_30,0_10,demissionnaire
3,0,0,A,1987-04-09,0,21,67,15,61_70,11_20,demissionnaire
2,0,0,M,1981-01-19,2,10,38,26,31_40,21_30,adherent
2,0,0,A,1990-10-08,0,21,63,12,61_70,11_20,demissionnaire
3,0,enfants,M,2005-06-28,0,21,35,1,31_40,0_10,demissionnaire
3,0,0,A,1994-04-15,0,21,25,10,21_30,0_10,demissionnaire
2,0,0,M,2004-06-10,2,10,30,3,21_30,0_10,adherent
2,0,enfants,M,2003-03-20,2,10,47,4,41_50,0_10,adherent
2,0,0,A,1978-06-16,0,21,34,28,31_40,21_30,demissionnaire
3,0,0,V,1980-01-22,0,21,54,25,51_60,21_30,demissionnaire
2,0,0,M,1980-09-30,2,10,42,27,41_50,21_30,adherent
3,0,0,A,1998-08-12,0,21,55,2,51_60,0_10,demissionnaire
3,0,0,A,1990-01-19,0,21,56,12,51_60,11_20,demissionnaire
2,0,0,M,1978-02-03,2,10,36,29,31_40,21_30,adherent
4,0,0,C,1990-01-26,2,21,27,9,21_30,0_10,demissionnaire
3,0,0,A,2003-12-18,0,21,57,4,51_60,0_10,adherent
3,0,0,A,1996-10-25,0,21,50,6,41_50,0_10,demissionnaire
3,0,enfants,D,1983-06-14,0,21,52,19,51_60,11_20,demissionnaire
3,0,0,V,1999-02-09,0,25,44,4,41_50,0_10,demissionnaire
3,2600,0,A,1987-06-30,0,21,39,20,31_40,11_20,adherent
3,0,0,A,1992-11-25,0,21,57,11,51_60,11_20,demissionnaire
3,0,0,A,1972-08-04,0,21,37,27,31_40,21_30,demissionnaire
2,3302,0,M,2002-09-04,2,10,63,5,61_70,0_10,adherent
2,0,0,A,1988-07-06,0,21,43,12,41_50,11_20,demissionnaire
2,0,0,A,1980-06-24,0,21,39,24,31_40,21_30,demissionnaire
3,0,0,A,1982-03-29,0,21,35,25,31_40,21_30,adherent
2,0,0,A,1983-06-21,0,21,51,22,51_60,21_30,demissionnaire
2,0,0,M,1999-10-22,0,21,49,7,41_50,0_10,demissionnaire
3,0,0,A,1981-07-28,0,10,28,26,21_30,21_30,adherent
3,400,enfants,M,2001-01-05,0,21,49,4,41_50,0_10,demissionnaire
2,0,enfants,M,1997-11-13,2,10,46,10,41_50,0_10,adherent
2,283,0,M,1992-04-30,0,21,46,9,41_50,0_10,demissionnaire
2,0,0,V,2000-11-10,2,10,46,7,41_50,0_10,adherent
3,0,0,A,1991-04-05,0,21,47,12,41_50,11_20,demissionnaire
2,0,enfants,M,1990-11-14,0,21,34,14,31_40,11_20,demissionnaire
2,0,0,A,1994-03-08,0,21,26,8,21_30,0_10,demissionnaire
3,0,enfants,M,1999-04-16,2,10,32,8,31_40,0_10,adherent
3,0,0,C,1987-10-20,0,21,26,14,21_30,11_20,demissionnaire
2,0,0,A,1973-06-04,0,21,49,31,41_50,31_40,demissionnaire
3,0,0,A,1980-03-31,0,21,50,26,41_50,21_30,demissionnaire
2,0,0,A,1986-10-31,0,21,25,15,21_30,11_20,demissionnaire
3,1764,enfants,G,1991-02-12,2,10,38,16,31_40,11_20,adherent
4,0,0,C,1973-12-28,0,21,37,32,31_40,31_40,demissionnaire
3,0,0,D,1972-12-01,0,21,32,32,31_40,31_40,demissionnaire
2,3100,0,S,1981-06-09,0,21,37,24,31_40,21_30,demissionnaire
2,1607,enfants,A,1999-02-10,0,21,51,5,51_60,0_10,demissionnaire
3,0,0,A,2001-11-22,0,25,54,6,51_60,0_10,adherent
3,0,0,M,2003-03-10,2,21,56,2,51_60,0_10,demissionnaire
3,0,0,A,1999-09-21,0,21,36,0,31_40,0_10,demissionnaire
2,0,0,A,1975-05-06,0,21,34,29,31_40,21_30,demissionnaire
2,0,0,C,2001-06-07,0,21,21,5,21_30,0_10,demissionnaire
3,0,0,C,1999-03-16,0,21,24,5,21_30,0_10,demissionnaire
2,0,0,M,1996-09-25,0,21,62,4,61_70,0_10,demissionnaire
2,0,0,A,1981-03-30,0,10,56,26,51_60,21_30,adherent
2,0,0,A,1985-09-04,0,21,23,16,21_30,11_20,demissionnaire
3,0,0,A,1995-09-29,0,23,45,4,41_50,0_10,demissionnaire
2,0,0,A,1981-02-17,0,21,50,20,41_50,11_20,demissionnaire
3,0,0,B,1994-10-13,0,21,40,8,31_40,0_10,demissionnaire
3,0,0,M,1994-06-24,0,21,26,6,21_30,0_10,demissionnaire
4,0,0,C,1992-03-19,0,21,67,10,61_70,0_10,demissionnaire
2,0,0,A,1971-12-31,0,10,36,36,31_40,31_40,adherent
3,0,enfants,M,1982-10-18,2,10,21,25,21_30,21_30,adherent
3,0,0,A,1982-12-27,0,21,47,22,41_50,21_30,demissionnaire
3,0,0,A,1983-10-19,0,21,27,23,21_30,21_30,demissionnaire
2,0,0,A,1979-04-09,0,10,22,28,21_30,21_30,adherent
4,1721,enfants,U,1992-04-14,0,21,25,14,21_30,11_20,demissionnaire
2,0,0,M,1983-06-06,0,10,51,24,51_60,21_30,adherent
3,0,0,A,1994-07-07,0,21,54,10,51_60,0_10,demissionnaire
2,0,0,M,1980-11-28,2,21,40,26,31_40,21_30,demissionnaire
2,0,0,C,2002-07-30,2,21,19,5,11_20,0_10,adherent
2,1875,enfants,M,1993-05-04,0,10,37,14,31_40,11_20,adherent
3,0,enfants,V,2003-04-04,2,10,43,4,41_50,0_10,adherent
3,2058,enfants,M,1999-11-10,2,10,30,8,21_30,0_10,adherent
3,1981,0,M,1982-11-23,0,21,33,25,31_40,21_30,adherent
2,0,0,M,1975-03-12,0,21,42,30,41_50,21_30,demissionnaire
3,0,0,A,2001-12-04,0,21,52,6,51_60,0_10,adherent
2,2608,enfants,B,2002-11-21,0,21,43,2,41_50,0_10,demissionnaire
3,0,0,A,1982-07-12,0,21,26,22,21_30,21_30,demissionnaire
2,0,0,A,1995-08-24,0,23,27,4,21_30,0_10,demissionnaire
2,0,0,A,1995-03-06,0,21,29,9,21_30,0_10,demissionnaire
3,0,0,A,1983-03-23,0,21,28,17,21_30,11_20,demissionnaire
3,1700,0,M,2007-01-26,2,10,30,0,21_30,0_10,adherent
2,0,0,M,1985-01-28,2,10,38,22,31_40,21_30,adherent
2,0,0,A,1995-02-06,0,21,33,5,31_40,0_10,demissionnaire
2,0,0,A,1978-05-22,0,21,32,28,31_40,21_30,demissionnaire
3,0,enfants,M,2000-10-25,0,21,31,5,31_40,0_10,demissionnaire
2,0,0,A,2001-10-11,2,21,51,1,51_60,0_10,demissionnaire
2,0,0,M,1993-05-05,2,10,29,14,21_30,11_20,adherent
2,2070,0,M,1998-09-16,0,21,53,6,51_60,0_10,demissionnaire
4,0,0,C,1993-12-20,0,21,19,11,11_20,11_20,demissionnaire
4,0,0,C,1974-01-31,0,21,31,27,31_40,21_30,demissionnaire
2,0,0,A,1998-06-23,0,21,41,4,41_50,0_10,demissionnaire
2,0,0,A,1997-03-13,0,21,52,2,51_60,0_10,demissionnaire
4,0,0,C,1993-07-01,0,21,20,8,11_20,0_10,demissionnaire
3,0,0,A,1997-07-11,0,21,28,2,21_30,0_10,demissionnaire
3,0,0,D,1992-10-02,2,10,39,15,31_40,11_20,adherent
3,0,0,M,1980-11-07,0,21,38,25,31_40,21_30,demissionnaire
3,0,0,C,1993-01-26,0,21,20,9,11_20,0_10,demissionnaire
3,2446,enfants,M,1990-10-23,2,10,24,17,21_30,11_20,adherent
4,0,0,C,2002-11-28,0,21,49,2,41_50,0_10,demissionnaire
3,0,enfants,D,2004-03-11,0,21,44,1,41_50,0_10,demissionnaire
2,1257,0,U,2006-01-25,0,21,33,1,31_40,0_10,adherent
3,0,0,M,1972-03-07,0,21,29,33,21_30,31_40,demissionnaire
2,0,0,A,1978-10-25,0,10,46,29,41_50,21_30,adherent
2,0,0,M,1983-02-10,0,21,44,22,41_50,21_30,demissionnaire
2,0,0,A,2003-10-09,0,21,49,1,41_50,0_10,demissionnaire
2,0,0,M,1998-12-21,0,21,29,1,21_30,0_10,demissionnaire
2,0,0,A,2000-02-01,0,25,49,2,41_50,0_10,demissionnaire
2,0,0,A,1997-07-18,0,21,31,5,31_40,0_10,demissionnaire
2,2393,enfants,M,1981-07-09,0,21,34,23,31_40,21_30,demissionnaire
3,0,0,M,1991-10-24,2,10,24,16,21_30,11_20,adherent
3,0,0,M,1982-03-29,0,21,34,18,31_40,11_20,demissionnaire
3,0,0,D,2005-08-12,0,21,67,0,61_70,0_10,demissionnaire
2,0,0,A,1983-08-24,0,10,37,22,31_40,21_30,demissionnaire
2,2058,enfants,M,1998-02-25,2,10,46,9,41_50,0_10,adherent
2,0,0,M,1985-08-09,2,10,35,22,31_40,21_30,adherent
2,0,enfants,M,2005-08-09,2,10,42,2,41_50,0_10,adherent
2,0,0,A,1977-09-16,0,21,24,28,21_30,21_30,demissionnaire
2,0,0,A,1981-11-17,0,21,53,17,51_60,11_20,demissionnaire
3,0,0,A,2000-09-29,0,24,58,7,51_60,0_10,adherent
3,0,0,A,1990-02-12,0,21,26,13,21_30,11_20,demissionnaire
2,0,0,A,1982-05-10,0,21,30,17,21_30,11_20,demissionnaire
2,0,0,A,1978-07-12,0,21,23,23,21_30,21_30,demissionnaire
2,0,0,A,1976-01-21,0,21,30,29,21_30,21_30,demissionnaire
3,0,0,A,1988-05-04,0,21,70,13,61_70,11_20,demissionnaire
3,1807,enfants,M,1990-05-29,2,10,32,17,31_40,11_20,adherent
3,0,0,A,1984-10-19,0,21,48,17,41_50,11_20,demissionnaire
2,0,0,M,1997-09-19,2,10,33,10,31_40,0_10,adherent
3,0,0,A,2002-04-15,0,21,50,0,41_50,0_10,demissionnaire
4,0,0,C,1984-06-22,0,21,29,17,21_30,11_20,demissionnaire
3,0,0,A,1982-09-28,0,21,29,21,21_30,21_30,demissionnaire
2,1600,enfants,M,2001-10-10,2,10,39,6,31_40,0_10,adherent
3,0,0,A,1974-01-17,0,21,32,31,31_40,31_40,demissionnaire
3,0,0,M,1980-06-02,0,21,31,24,31_40,21_30,demissionnaire
2,0,0,A,1979-06-11,0,21,39,24,31_40,21_30,demissionnaire
2,0,0,A,1985-06-26,0,21,48,20,41_50,11_20,demissionnaire
3,0,0,A,1994-05-25,0,21,37,9,31_40,0_10,demissionnaire
3,0,0,A,1988-03-22,0,21,50,15,41_50,11_20,demissionnaire
4,1,0,P,2004-11-09,2,10,28,3,21_30,0_10,adherent
3,0,0,M,2000-09-05,0,40,32,0,31_40,0_10,demissionnaire
2,1400,enfants,U,2006-03-03,2,10,25,1,21_30,0_10,adherent
4,0,0,C,2006-09-21,2,21,8,1,0_10,0_10,adherent
2,0,0,M,1983-03-29,0,21,46,23,41_50,21_30,demissionnaire
3,0,0,A,1978-06-26,0,21,37,26,31_40,21_30,demissionnaire
2,0,0,A,1991-01-08,0,21,65,14,61_70,11_20,demissionnaire
3,0,0,M,1993-11-08,0,21,61,10,61_70,0_10,demissionnaire
3,0,0,M,2004-05-19,0,21,34,0,31_40,0_10,demissionnaire
2,1982,0,M,1984-09-12,2,21,42,22,41_50,21_30,demissionnaire
2,0,0,M,1999-04-09,0,21,47,5,41_50,0_10,demissionnaire
3,0,enfants,M,1996-09-04,0,21,26,9,21_30,0_10,demissionnaire
2,0,0,A,1999-05-28,0,21,34,0,31_40,0_10,demissionnaire
3,0,0,M,1981-03-20,0,21,34,22,31_40,21_30,demissionnaire
4,0,enfants,C,2003-04-10,0,10,33,4,31_40,0_10,adherent
3,0,0,A,1983-05-10,0,21,55,18,51_60,11_20,demissionnaire
2,2286,enfants,A,1991-06-20,0,21,37,11,31_40,11_20,demissionnaire
3,0,0,M,1980-11-14,2,10,29,27,21_30,21_30,adherent
3,0,0,A,1990-02-02,0,21,27,16,21_30,11_20,demissionnaire
2,0,enfants,M,1999-06-11,0,21,43,5,41_50,0_10,demissionnaire
4,1539,enfants,U,1990-06-05,2,10,32,17,31_40,11_20,adherent
2,0,0,M,2004-01-26,0,21,67,1,61_70,0_10,demissionnaire
3,0,0,M,1984-02-14,2,10,33,23,31_40,21_30,adherent
3,0,0,A,1992-10-16,0,21,29,5,21_30,0_10,demissionnaire
2,1522,0,M,1988-01-22,2,10,50,19,41_50,11_20,adherent
2,0,0,C,2003-11-05,2,10,26,4,21_30,0_10,adherent
2,0,enfants,V,2002-02-14,0,21,45,3,41_50,0_10,demissionnaire
3,0,0,U,2005-06-16,0,25,41,0,41_50,0_10,demissionnaire
3,0,enfants,M,1990-09-03,2,10,27,17,21_30,11_20,adherent
2,0,0,B,1996-09-23,0,40,54,4,51_60,0_10,demissionnaire
4,1350,0,C,2004-10-27,0,21,25,2,21_30,0_10,demissionnaire
3,0,0,M,1983-04-13,2,10,33,24,31_40,21_30,adherent
2,0,0,A,1974-03-07,0,21,62,28,61_70,21_30,demissionnaire
4,0,0,C,2002-07-18,0,21,27,3,21_30,0_10,demissionnaire
3,934,enfants,A,2000-09-14,0,21,48,2,41_50,0_10,demissionnaire
2,0,0,M,2001-09-13,0,25,60,5,51_60,0_10,demissionnaire
3,2152,0,D,1989-08-23,0,21,39,17,31_40,11_20,demissionnaire
2,0,0,A,1975-10-03,0,21,29,27,21_30,21_30,demissionnaire
3,0,0,A,1975-03-12,0,21,29,28,21_30,21_30,demissionnaire
3,0,0,A,1988-05-09,0,21,39,13,31_40,11_20,demissionnaire
2,0,0,M,1983-06-07,0,21,47,22,41_50,21_30,demissionnaire
3,0,0,A,1983-09-08,0,21,43,24,41_50,21_30,adherent
3,0,0,A,1982-03-17,0,21,67,19,61_70,11_20,demissionnaire
2,1149,enfants,M,2001-10-03,2,10,29,6,21_30,0_10,adherent
2,2317,0,A,1990-04-05,0,21,38,12,31_40,11_20,demissionnaire
4,0,0,C,1987-06-01,0,21,46,16,41_50,11_20,demissionnaire
3,0,0,A,1985-11-15,0,21,27,19,21_30,11_20,demissionnaire
3,1359,enfants,A,2000-03-21,0,21,47,1,41_50,0_10,demissionnaire
2,2360,enfants,M,1998-04-14,0,10,41,9,41_50,0_10,adherent
3,0,0,A,1979-06-13,0,21,65,23,61_70,21_30,demissionnaire
3,0,0,D,1992-11-30,2,10,46,15,41_50,11_20,adherent
2,0,0,A,1996-01-05,0,21,42,5,41_50,0_10,demissionnaire
2,0,0,A,1973-11-19,0,21,59,27,51_60,21_30,demissionnaire
3,0,0,A,2001-02-12,0,25,46,6,41_50,0_10,adherent
2,0,0,C,2005-06-06,0,21,31,1,31_40,0_10,demissionnaire
3,2766,0,B,1983-12-13,0,21,35,22,31_40,21_30,demissionnaire
3,0,0,M,1979-11-08,2,10,44,28,41_50,21_30,adherent
3,0,0,M,1977-03-01,0,21,29,29,21_30,21_30,demissionnaire
2,0,0,A,1985-01-29,0,10,30,22,21_30,21_30,adherent
2,0,0,M,1978-05-29,0,21,30,24,21_30,21_30,demissionnaire
3,0,0,A,2001-12-07,0,21,24,1,21_30,0_10,demissionnaire
3,0,0,A,1984-07-27,0,21,48,18,41_50,11_20,demissionnaire
2,0,0,A,1987-05-12,0,21,47,14,41_50,11_20,demissionnaire
3,1341,0,M,1999-06-14,0,21,26,4,21_30,0_10,demissionnaire
3,0,0,A,1984-05-18,0,21,39,15,31_40,11_20,demissionnaire
3,0,0,A,2001-03-09,0,25,42,3,41_50,0_10,demissionnaire
3,0,0,A,1982-01-29,0,21,36,17,31_40,11_20,demissionnaire
3,0,0,A,1995-09-21,0,21,50,7,41_50,0_10,demissionnaire
4,1340,0,C,2002-11-19,2,10,30,5,21_30,0_10,adherent
2,0,0,A,1998-11-25,0,21,30,8,21_30,0_10,demissionnaire
2,0,0,M,1992-01-30,0,21,42,14,41_50,11_20,demissionnaire
3,0,0,A,1989-10-13,0,21,30,11,21_30,11_20,demissionnaire
2,0,0,A,2000-05-24,0,21,53,1,51_60,0_10,demissionnaire
2,0,0,D,1985-06-19,0,21,25,18,21_30,11_20,demissionnaire
2,0,0,C,1988-03-02,2,10,38,19,31_40,11_20,adherent
2,0,0,A,1993-11-04,0,21,37,11,31_40,11_20,demissionnaire
2,0,0,A,1985-12-11,0,10,23,22,21_30,21_30,adherent
2,0,0,A,1998-03-17,0,21,24,5,21_30,0_10,demissionnaire
3,0,0,M,2000-05-15,2,21,51,2,51_60,0_10,demissionnaire
2,0,0,A,1989-08-30,0,21,27,14,21_30,11_20,demissionnaire
3,0,0,M,1980-11-28,2,10,22,27,21_30,21_30,adherent
2,0,0,M,1984-02-03,0,21,44,22,41_50,21_30,demissionnaire
2,0,0,A,1982-11-23,0,21,39,23,31_40,21_30,demissionnaire
4,0,0,C,2001-08-27,0,21,24,2,21_30,0_10,demissionnaire
3,0,0,M,1994-07-01,0,21,40,11,31_40,11_20,demissionnaire
2,0,0,A,1981-04-15,0,21,36,21,31_40,21_30,demissionnaire
2,0,0,A,2000-03-10,0,21,48,0,41_50,0_10,demissionnaire
2,0,0,M,1980-09-03,0,21,47,24,41_50,21_30,demissionnaire
3,0,enfants,A,1994-07-07,0,21,27,10,21_30,0_10,demissionnaire
4,0,0,C,1999-09-30,0,21,28,3,21_30,0_10,demissionnaire
4,2490,enfants,C,1999-09-16,2,10,36,8,31_40,0_10,adherent
2,0,0,A,1995-06-16,0,21,44,8,41_50,0_10,demissionnaire
3,1768,enfants,M,1993-09-28,2,10,29,14,21_30,11_20,adherent
2,0,0,A,1992-03-30,0,21,55,15,51_60,11_20,adherent
3,0,0,M,1994-04-25,2,10,47,13,41_50,11_20,adherent
2,0,0,A,1987-09-18,0,21,55,14,51_60,11_20,demissionnaire
2,1710,0,M,1983-11-22,0,21,42,21,41_50,21_30,demissionnaire
3,0,0,A,1997-09-11,0,21,37,6,31_40,0_10,demissionnaire
2,0,0,A,2002-03-18,0,21,31,1,31_40,0_10,demissionnaire
2,0,0,C,2005-10-27,2,10,25,2,21_30,0_10,adherent
3,0,0,M,1998-10-05,0,21,70,7,61_70,0_10,demissionnaire
4,2170,0,C,1996-09-10,2,10,24,11,21_30,11_20,adherent
2,0,enfants,M,1997-11-18,2,10,44,10,41_50,0_10,adherent
2,0,0,C,1989-12-08,0,21,25,17,21_30,11_20,demissionnaire
3,0,0,D,1992-12-17,0,21,49,12,41_50,11_20,demissionnaire
2,0,0,A,1970-10-22,0,10,37,37,31_40,31_40,adherent
2,0,0,A,1996-01-10,0,21,24,4,21_30,0_10,demissionnaire
3,0,0,A,1987-05-04,0,21,37,18,31_40,11_20,demissionnaire
2,0,0,U,2003-06-12,2,10,30,4,21_30,0_10,adherent
4,0,0,C,1987-10-16,0,21,21,13,21_30,11_20,demissionnaire
2,0,enfants,M,1998-05-15,2,10,48,9,41_50,0_10,adherent
2,0,0,A,2003-03-13,0,21,53,0,51_60,0_10,demissionnaire
2,0,0,A,1999-12-08,0,21,38,1,31_40,0_10,demissionnaire
2,0,0,A,1984-01-26,0,21,32,17,31_40,11_20,demissionnaire
2,0,enfants,C,1997-11-21,2,10,28,10,21_30,0_10,adherent
3,0,0,A,1990-02-14,0,10,35,17,31_40,11_20,adherent
2,0,0,A,1982-04-06,0,21,52,18,51_60,11_20,demissionnaire
3,0,0,M,1986-10-27,0,21,40,20,31_40,11_20,demissionnaire
3,0,0,A,1992-11-17,0,21,59,14,51_60,11_20,demissionnaire
2,0,0,A,1985-12-05,0,10,35,10,31_40,0_10,demissionnaire
3,0,0,M,1995-08-08,2,10,38,12,31_40,11_20,adherent
2,0,0,M,2002-10-22,2,10,29,5,21_30,0_10,adherent
3,0,0,A,1978-05-02,0,21,35,26,31_40,21_30,demissionnaire
4,1696,enfants,U,2007-01-15,0,10,34,0,31_40,0_10,adherent
3,0,0,A,1984-12-05,0,21,55,17,51_60,11_20,demissionnaire
2,0,0,A,1997-08-04,0,21,23,6,21_30,0_10,demissionnaire
4,0,0,C,1995-10-27,0,21,24,9,21_30,0_10,demissionnaire
4,0,0,A,2001-09-12,0,21,22,1,21_30,0_10,demissionnaire
3,0,0,C,1993-09-16,0,21,21,11,21_30,11_20,demissionnaire
3,2400,0,M,1983-10-19,2,10,38,24,31_40,21_30,adherent
3,0,enfants,M,1984-06-12,0,21,24,22,21_30,21_30,demissionnaire
3,0,0,C,1994-11-10,0,21,19,5,11_20,0_10,demissionnaire
3,0,enfants,C,1991-06-12,2,10,36,16,31_40,11_20,adherent
2,0,0,M,1984-01-10,0,21,37,22,31_40,21_30,demissionnaire
3,0,0,A,1999-03-24,0,21,46,5,41_50,0_10,demissionnaire
3,2009,enfants,M,1983-11-22,0,21,32,23,31_40,21_30,demissionnaire
2,0,0,M,1993-04-27,2,10,57,14,51_60,11_20,adherent
3,0,0,B,1979-03-29,0,21,38,23,31_40,21_30,demissionnaire
3,1,0,E,2005-05-11,0,21,58,0,51_60,0_10,demissionnaire
2,0,0,A,1974-01-09,0,21,30,30,21_30,21_30,demissionnaire
4,0,0,A,2004-03-31,0,21,31,0,31_40,0_10,demissionnaire
3,0,0,M,2004-04-15,0,21,25,2,21_30,0_10,demissionnaire
2,0,0,A,1974-01-11,0,21,43,30,41_50,21_30,demissionnaire
2,1520,enfants,U,2007-03-22,0,21,33,0,31_40,0_10,adherent
3,0,0,A,1987-07-08,0,21,29,15,21_30,11_20,demissionnaire
2,3104,0,M,1971-11-26,2,10,32,36,31_40,31_40,adherent
3,0,0,M,1978-03-28,0,21,40,24,31_40,21_30,demissionnaire
4,0,0,C,2000-11-22,0,21,29,5,21_30,0_10,demissionnaire
3,3287,0,M,1981-09-28,2,10,30,26,21_30,21_30,adherent
3,0,0,A,1987-04-23,0,21,57,14,51_60,11_20,demissionnaire
3,0,0,A,2005-11-24,0,21,43,2,41_50,0_10,adherent
2,2128,enfants,M,2003-04-28,0,21,43,3,41_50,0_10,demissionnaire
2,0,0,A,1976-12-17,0,21,43,29,41_50,21_30,demissionnaire
2,0,0,M,2005-06-02,0,21,43,0,41_50,0_10,demissionnaire
2,3304,enfants,D,1970-12-14,0,10,29,37,21_30,31_40,adherent
2,2546,enfants,A,1996-02-14,0,21,47,11,41_50,11_20,adherent
3,0,0,A,1982-06-08,0,21,49,22,41_50,21_30,demissionnaire
3,900,enfants,M,1988-06-08,0,10,29,19,21_30,11_20,adherent
3,1570,0,M,1995-07-12,0,21,34,9,31_40,0_10,demissionnaire
3,1770,enfants,E,2003-05-19,0,21,33,3,31_40,0_10,demissionnaire
2,0,enfants,M,1976-06-14,0,21,33,30,31_40,21_30,demissionnaire
3,0,0,A,1997-03-14,0,21,44,2,41_50,0_10,demissionnaire
2,0,0,A,1982-08-26,0,21,33,22,31_40,21_30,demissionnaire
3,0,0,A,1999-12-24,0,21,51,5,51_60,0_10,demissionnaire
3,0,0,A,1982-10-20,0,21,30,19,21_30,11_20,demissionnaire
4,0,0,C,2000-03-06,0,10,26,7,21_30,0_10,adherent
3,0,0,A,1990-07-10,2,21,29,9,21_30,0_10,demissionnaire
3,1460,0,M,1997-05-09,0,21,53,9,51_60,0_10,demissionnaire
3,0,0,A,2000-10-30,2,21,66,0,61_70,0_10,demissionnaire
4,0,0,C,2001-09-10,0,21,22,4,21_30,0_10,demissionnaire
2,0,0,A,2005-07-13,0,21,35,0,31_40,0_10,demissionnaire
2,0,0,C,1995-12-18,2,10,23,12,21_30,11_20,adherent
2,2088,0,M,1996-07-10,0,21,34,11,31_40,11_20,demissionnaire
2,0,0,M,1991-09-24,2,21,32,9,31_40,0_10,demissionnaire
2,0,0,M,2003-12-23,0,25,51,3,51_60,0_10,demissionnaire
2,0,0,M,1975-10-28,0,21,50,27,41_50,21_30,demissionnaire
4,0,enfants,C,2002-02-07,0,21,37,4,31_40,0_10,demissionnaire
4,1950,0,C,1984-06-04,2,10,27,23,21_30,21_30,adherent
2,0,0,A,1996-01-16,0,21,27,5,21_30,0_10,demissionnaire
4,0,enfants,C,1993-09-29,0,21,30,12,21_30,11_20,demissionnaire
2,0,0,A,1974-07-05,0,21,34,32,31_40,31_40,demissionnaire
3,0,0,M,1981-07-27,0,21,31,24,31_40,21_30,demissionnaire
2,3118,enfants,B,1986-11-25,0,21,23,17,21_30,11_20,demissionnaire
3,0,0,A,2001-11-22,0,21,44,3,41_50,0_10,demissionnaire
3,0,0,M,1978-07-07,0,21,52,27,51_60,21_30,demissionnaire
4,0,0,C,1998-03-06,0,21,25,7,21_30,0_10,demissionnaire
4,1400,0,C,2005-02-09,2,10,24,2,21_30,0_10,adherent
3,0,0,A,2002-02-28,0,21,43,0,41_50,0_10,demissionnaire
2,0,0,D,1995-02-10,0,21,39,11,31_40,11_20,demissionnaire
3,0,0,A,1992-12-02,0,21,25,9,21_30,0_10,demissionnaire
