Id;CDSEXE;MTREV;NBENF;CDSITFAM;DTADH;CDTMT;CDDEM;DTDEM;ANNEE_DEM;CDMOTDEM;CDCATCL;AGEAD;rangagead;agedem;rangagedem;rangdem;adh;rangadh;LBL_rangagead;ID_rangagead;LBL_agedem;ID_agedem;LBL_rangadh;ID_rangadh
273;2;0;0;M;02/09/1980;0;2;26/10/2006;2006;DA;21;59;8  56-+;85;b  71-+;8  2006;26;6  25-29;56-+;8;71-+;b;25-29;6
274;3;0;0;A;06/10/1980;0;2;22/03/2000;2000;DV;21;38;4  36-40;58;8  56-60;2  2000;20;5  20-24;36-40;4;56-60;8;20-24;5
275;3;0;0;A;13/10/1980;0;2;26/03/2002;2002;DV;21;49;6  46-50;71;b  71-+;4  2002;22;5  20-24;46-50;6;71-+;b;20-24;5
276;3;0;0;C;04/11/1980;0;2;11/01/2005;2005;DV;21;38;4  36-40;63;9  61-65;7  2005;25;6  25-29;36-40;4;61-65;9;25-29;6
277;2;0;0;A;09/12/1980;0;2;27/12/2002;2002;DV;21;44;5  41-45;66;a  66-70;4  2002;22;5  20-24;41-45;5;66-70;a;20-24;5
278;2;0;0;A;09/12/1980;0;2;08/11/1999;1999;DV;21;24;1  19-25;43;5  41-45;1  1999;19;4  15-19;19-25;1;41-45;5;15-19;4
279;3;0;0;A;09/12/1980;0;2;17/02/2003;2003;DV;21;45;5  41-45;68;a  66-70;5  2003;23;5  20-24;41-45;5;66-70;a;20-24;5
280;3;0;0;A;22/12/1980;0;2;21/12/2004;2004;DV;21;31;3  31-35;55;7  51-55;6  2004;24;5  20-24;31-35;3;51-55;7;20-24;5
281;3;0;0;A;19/01/1981;2;2;20/03/2001;2001;DV;21;34;3  31-35;54;7  51-55;3  2001;20;5  20-24;31-35;3;51-55;7;20-24;5
282;3;0;0;A;23/01/1981;0;2;15/06/2005;2005;DV;21;36;4  36-40;60;8  56-60;7  2005;24;5  20-24;36-40;4;56-60;8;20-24;5
283;2;0;0;A;10/04/1981;0;2;29/08/2006;2006;DV;21;50;6  46-50;75;b  71-+;8  2006;25;6  25-29;46-50;6;71-+;b;25-29;6
284;3;0;0;V;26/05/1981;0;2;21/05/2003;2003;DV;21;58;8  56-+;80;b  71-+;5  2003;22;5  20-24;56-+;8;71-+;b;20-24;5
285;2;1224;0;M;26/05/1981;0;2;09/12/2004;2004;DV;21;34;3  31-35;57;8  56-60;6  2004;23;5  20-24;31-35;3;56-60;8;20-24;5
286;3;0;0;M;26/05/1981;0;2;07/07/2006;2006;DV;21;42;5  41-45;67;a  66-70;8  2006;25;6  25-29;41-45;5;66-70;a;25-29;6
287;2;0;0;A;26/05/1981;0;2;23/09/2005;2005;DV;10;37;4  36-40;61;9  61-65;7  2005;24;5  20-24;36-40;4;61-65;9;20-24;5
288;2;0;0;M;27/05/1981;0;2;21/07/2006;2006;DV;21;44;5  41-45;69;a  66-70;8  2006;25;6  25-29;41-45;5;66-70;a;25-29;6
289;3;0;0;A;27/05/1981;0;2;21/07/2006;2006;DV;21;49;6  46-50;74;b  71-+;8  2006;25;6  25-29;46-50;6;71-+;b;25-29;6
290;2;0;0;A;19/06/1981;0;2;26/09/2003;2003;DV;21;26;2  26-30;48;6  46-50;5  2003;22;5  20-24;26-30;2;46-50;6;20-24;5
291;3;0;2;D;21/07/1981;0;2;17/05/2006;2006;DV;21;26;2  26-30;51;7  51-55;8  2006;25;6  25-29;26-30;2;51-55;7;25-29;6
292;3;0;0;M;23/07/1981;0;2;30/05/2006;2006;DV;21;39;4  36-40;64;9  61-65;8  2006;25;6  25-29;36-40;4;61-65;9;25-29;6
293;3;0;0;A;29/07/1981;0;2;25/01/1999;1999;DV;21;38;4  36-40;56;8  56-60;1  1999;18;4  15-19;36-40;4;56-60;8;15-19;4
294;3;0;0;A;14/08/1981;0;2;21/12/2006;2006;DV;21;26;2  26-30;51;7  51-55;8  2006;25;6  25-29;26-30;2;51-55;7;25-29;6
295;3;0;0;A;09/09/1981;0;2;08/04/2002;2002;DV;21;53;7  51-55;74;b  71-+;4  2002;21;5  20-24;51-55;7;71-+;b;20-24;5
296;2;0;0;A;30/11/1981;0;2;30/06/1999;1999;DV;21;21;1  19-25;39;4  36-40;1  1999;18;4  15-19;19-25;1;36-40;4;15-19;4
297;3;0;0;A;30/11/1981;0;2;14/02/2001;2001;DV;21;54;7  51-55;74;b  71-+;3  2001;20;5  20-24;51-55;7;71-+;b;20-24;5
298;3;0;0;A;15/01/1982;0;2;08/02/2002;2002;DV;21;72;8  56-+;92;b  71-+;4  2002;20;5  20-24;56-+;8;71-+;b;20-24;5
299;2;0;0;D;08/02/1982;0;2;11/01/2005;2005;DV;21;40;4  36-40;63;9  61-65;7  2005;23;5  20-24;36-40;4;61-65;9;20-24;5
300;3;0;0;M;08/02/1982;0;2;08/10/2002;2002;DA;21;35;3  31-35;55;7  51-55;4  2002;20;5  20-24;31-35;3;51-55;7;20-24;5
301;3;0;0;A;09/02/1982;0;2;19/07/2002;2002;DV;21;65;8  56-+;85;b  71-+;4  2002;20;5  20-24;56-+;8;71-+;b;20-24;5
302;4;0;0;C;08/02/1982;0;2;03/11/2005;2005;RA;21;30;2  26-30;53;7  51-55;7  2005;23;5  20-24;26-30;2;51-55;7;20-24;5
303;2;0;0;D;02/04/1982;0;2;07/10/2005;2005;RA;21;56;8  56-+;79;b  71-+;7  2005;23;5  20-24;56-+;8;71-+;b;20-24;5
304;2;0;0;A;18/05/1982;0;2;21/06/1999;1999;DV;21;29;2  26-30;46;6  46-50;1  1999;17;4  15-19;26-30;2;46-50;6;15-19;4
305;2;0;0;A;08/06/1982;0;2;10/07/2006;2006;DV;21;37;4  36-40;61;9  61-65;8  2006;24;5  20-24;36-40;4;61-65;9;20-24;5
306;3;0;0;A;30/06/1982;0;2;04/11/2004;2004;DV;21;51;7  51-55;73;b  71-+;6  2004;22;5  20-24;51-55;7;71-+;b;20-24;5
307;4;0;0;C;13/10/1982;0;2;16/06/2004;2004;DV;21;23;1  19-25;45;5  41-45;6  2004;22;5  20-24;19-25;1;41-45;5;20-24;5
308;3;0;0;M;15/10/1982;0;2;29/12/2003;2003;DV;21;40;4  36-40;61;9  61-65;5  2003;21;5  20-24;36-40;4;61-65;9;20-24;5
309;2;0;0;A;25/10/1982;0;2;09/03/1999;1999;DV;21;24;1  19-25;41;5  41-45;1  1999;17;4  15-19;19-25;1;41-45;5;15-19;4
310;2;0;0;A;02/12/1982;0;2;23/09/2005;2005;DV;10;24;1  19-25;47;6  46-50;7  2005;23;5  20-24;19-25;1;46-50;6;20-24;5
311;3;0;0;A;06/01/1983;0;2;10/12/2003;2003;DV;21;33;3  31-35;53;7  51-55;5  2003;20;5  20-24;31-35;3;51-55;7;20-24;5
312;2;0;0;A;18/01/1983;0;2;10/04/2003;2003;RA;21;45;5  41-45;65;9  61-65;5  2003;20;5  20-24;41-45;5;61-65;9;20-24;5
313;2;0;0;A;13/05/1983;0;2;19/01/2001;2001;DV;21;62;8  56-+;80;b  71-+;3  2001;18;4  15-19;56-+;8;71-+;b;15-19;4
314;2;0;0;M;03/06/1983;2;2;20/12/2002;2002;DV;21;52;7  51-55;71;b  71-+;4  2002;19;4  15-19;51-55;7;71-+;b;15-19;4
315;3;0;0;A;03/06/1983;0;2;07/04/2003;2003;DV;21;52;7  51-55;72;b  71-+;5  2003;20;5  20-24;51-55;7;71-+;b;20-24;5
316;2;0;0;A;12/07/1983;0;2;26/06/2002;2002;DV;21;53;7  51-55;72;b  71-+;4  2002;19;4  15-19;51-55;7;71-+;b;15-19;4
317;3;0;0;C;10/08/1983;0;2;26/09/2003;2003;DV;21;22;1  19-25;42;5  41-45;5  2003;20;5  20-24;19-25;1;41-45;5;20-24;5
318;2;0;0;A;08/08/1983;0;2;18/12/2001;2001;DV;21;47;6  46-50;65;9  61-65;3  2001;18;4  15-19;46-50;6;61-65;9;15-19;4
319;3;0;0;A;28/10/1983;0;2;07/10/2004;2004;DV;21;41;5  41-45;62;9  61-65;6  2004;21;5  20-24;41-45;5;61-65;9;20-24;5
320;2;0;0;A;27/10/1983;0;2;29/03/2002;2002;DV;21;44;5  41-45;63;9  61-65;4  2002;19;4  15-19;41-45;5;61-65;9;15-19;4
321;3;0;0;A;23/12/1983;0;2;25/11/2004;2004;DV;21;40;4  36-40;61;9  61-65;6  2004;21;5  20-24;36-40;4;61-65;9;20-24;5
322;2;0;0;A;28/12/1983;0;2;11/08/2006;2006;DV;21;41;5  41-45;64;9  61-65;8  2006;23;5  20-24;41-45;5;61-65;9;20-24;5
323;3;0;0;A;17/01/1984;0;2;18/09/2002;2002;DV;21;35;3  31-35;53;7  51-55;4  2002;18;4  15-19;31-35;3;51-55;7;15-19;4
324;3;0;0;D;24/01/1984;0;2;30/11/2005;2005;DV;21;27;2  26-30;48;6  46-50;7  2005;21;5  20-24;26-30;2;46-50;6;20-24;5
325;3;0;0;A;05/07/1972;0;2;29/03/1999;1999;DV;21;48;6  46-50;75;b  71-+;1  1999;27;6  25-29;46-50;6;71-+;b;25-29;6
326;2;0;0;M;14/12/1973;0;2;13/01/2006;2006;DV;21;40;4  36-40;73;b  71-+;8  2006;33;7  30-34;36-40;4;71-+;b;30-34;7
327;3;0;0;A;08/04/1974;0;2;17/05/2001;2001;DV;21;24;1  19-25;51;7  51-55;3  2001;27;6  25-29;19-25;1;51-55;7;25-29;6
328;2;0;0;A;04/10/1974;0;2;22/05/2000;2000;DV;21;40;4  36-40;66;a  66-70;2  2000;26;6  25-29;36-40;4;66-70;a;25-29;6
329;3;1500;0;V;29/10/1975;0;2;11/12/2006;2006;DV;21;42;5  41-45;73;b  71-+;8  2006;31;7  30-34;41-45;5;71-+;b;30-34;7
330;2;0;0;A;10/11/1975;0;2;02/11/2005;2005;DV;10;29;2  26-30;59;8  56-60;7  2005;30;7  30-34;26-30;2;56-60;8;30-34;7
331;2;0;0;A;11/02/1976;0;2;02/02/2004;2004;DV;21;51;7  51-55;79;b  71-+;6  2004;28;6  25-29;51-55;7;71-+;b;25-29;6
332;2;0;0;A;31/05/1976;0;2;19/03/2001;2001;DV;21;36;4  36-40;61;9  61-65;3  2001;25;6  25-29;36-40;4;61-65;9;25-29;6
333;3;0;0;A;23/09/1976;0;2;13/01/2006;2006;DV;21;40;4  36-40;70;a  66-70;8  2006;30;7  30-34;36-40;4;66-70;a;30-34;7
334;4;0;0;C;18/11/1976;0;2;12/12/2001;2001;DV;21;33;3  31-35;58;8  56-60;3  2001;25;6  25-29;31-35;3;56-60;8;25-29;6
335;3;0;0;A;14/03/1977;0;2;17/08/2004;2004;DA;21;27;2  26-30;54;7  51-55;6  2004;27;6  25-29;26-30;2;51-55;7;25-29;6
336;3;0;0;A;03/10/1977;0;2;24/01/2005;2005;DV;21;44;5  41-45;72;b  71-+;7  2005;28;6  25-29;41-45;5;71-+;b;25-29;6
337;4;0;0;C;18/01/1978;0;2;17/04/2003;2003;DV;21;36;4  36-40;61;9  61-65;5  2003;25;6  25-29;36-40;4;61-65;9;25-29;6
338;3;1044;1;M;05/12/1978;0;2;03/11/2004;2004;DA;21;36;4  36-40;62;9  61-65;6  2004;26;6  25-29;36-40;4;61-65;9;25-29;6
339;3;0;0;A;02/01/1979;0;2;07/01/2002;2002;DV;21;35;3  31-35;58;8  56-60;4  2002;23;5  20-24;31-35;3;56-60;8;20-24;5
340;3;0;0;A;07/11/1980;0;2;15/03/2002;2002;DV;21;26;2  26-30;48;6  46-50;4  2002;22;5  20-24;26-30;2;46-50;6;20-24;5
341;2;4190;3;M;30/01/1981;0;2;24/02/2006;2006;DV;21;25;1  19-25;50;6  46-50;8  2006;25;6  25-29;19-25;1;46-50;6;25-29;6
342;3;1180;3;M;30/01/1981;0;2;24/02/2006;2006;DV;21;22;1  19-25;47;6  46-50;8  2006;25;6  25-29;19-25;1;46-50;6;25-29;6
343;2;0;0;M;15/06/1981;0;2;26/10/2005;2005;DV;21;42;5  41-45;66;a  66-70;7  2005;24;5  20-24;41-45;5;66-70;a;20-24;5
344;2;0;0;M;12/02/1982;0;2;28/02/2005;2005;DV;21;45;5  41-45;68;a  66-70;7  2005;23;5  20-24;41-45;5;66-70;a;20-24;5
345;3;0;0;D;02/02/1983;0;2;06/04/2006;2006;DV;21;47;6  46-50;70;a  66-70;8  2006;23;5  20-24;46-50;6;66-70;a;20-24;5
346;2;0;0;M;02/05/1983;0;2;11/04/2002;2002;DV;21;34;3  31-35;53;7  51-55;4  2002;19;4  15-19;31-35;3;51-55;7;15-19;4
347;2;0;0;M;21/06/1983;0;2;22/09/1999;1999;DV;21;33;3  31-35;49;6  46-50;1  1999;16;4  15-19;31-35;3;46-50;6;15-19;4
348;3;0;0;A;13/09/1983;0;2;25/02/2000;2000;DV;21;26;2  26-30;43;5  41-45;2  2000;17;4  15-19;26-30;2;41-45;5;15-19;4
349;3;0;0;A;12/11/1976;0;2;09/11/2006;2006;DA;21;27;2  26-30;57;8  56-60;8  2006;30;7  30-34;26-30;2;56-60;8;30-34;7
350;3;3089;0;V;13/05/1977;0;2;09/12/2004;2004;DV;21;25;1  19-25;52;7  51-55;6  2004;27;6  25-29;19-25;1;51-55;7;25-29;6
351;2;0;0;M;24/06/1977;0;2;08/07/2004;2004;DV;21;28;2  26-30;55;7  51-55;6  2004;27;6  25-29;26-30;2;51-55;7;25-29;6
352;3;0;0;A;12/09/1977;0;2;06/08/2003;2003;RA;21;29;2  26-30;55;7  51-55;5  2003;26;6  25-29;26-30;2;51-55;7;25-29;6
353;2;0;0;A;21/11/1977;0;2;27/12/2004;2004;DV;21;32;3  31-35;59;8  56-60;6  2004;27;6  25-29;31-35;3;56-60;8;25-29;6
354;3;0;0;A;18/05/1978;0;2;24/03/1999;1999;DV;21;27;2  26-30;48;6  46-50;1  1999;21;5  20-24;26-30;2;46-50;6;20-24;5
355;3;0;0;A;05/10/1978;0;2;16/01/2003;2003;DV;21;32;3  31-35;57;8  56-60;5  2003;25;6  25-29;31-35;3;56-60;8;25-29;6
356;4;0;0;C;31/03/1982;0;2;28/07/2006;2006;RA;21;22;1  19-25;46;6  46-50;8  2006;24;5  20-24;19-25;1;46-50;6;20-24;5
357;2;0;0;A;21/04/1983;0;2;07/08/2002;2002;DV;21;33;3  31-35;52;7  51-55;4  2002;19;4  15-19;31-35;3;51-55;7;15-19;4
358;2;0;0;A;18/04/1972;0;2;19/12/2001;2001;DV;21;33;3  31-35;62;9  61-65;3  2001;29;6  25-29;31-35;3;61-65;9;25-29;6
359;3;0;0;M;28/10/1975;0;2;12/07/2002;2002;DV;21;44;5  41-45;71;b  71-+;4  2002;27;6  25-29;41-45;5;71-+;b;25-29;6
360;2;0;0;M;28/10/1975;0;2;12/07/2002;2002;DV;21;50;6  46-50;77;b  71-+;4  2002;27;6  25-29;46-50;6;71-+;b;25-29;6
361;3;0;0;A;16/11/1976;0;2;15/11/2002;2002;DV;21;45;5  41-45;71;b  71-+;4  2002;26;6  25-29;41-45;5;71-+;b;25-29;6
362;2;0;0;S;02/12/1976;0;2;24/03/2006;2006;DV;21;29;2  26-30;59;8  56-60;8  2006;30;7  30-34;26-30;2;56-60;8;30-34;7
363;2;0;0;A;31/07/1978;0;2;12/12/2003;2003;DV;21;19;1  19-25;44;5  41-45;5  2003;25;6  25-29;19-25;1;41-45;5;25-29;6
364;3;0;0;A;30/10/1978;0;2;26/01/2004;2004;DV;21;41;5  41-45;67;a  66-70;6  2004;26;6  25-29;41-45;5;66-70;a;25-29;6
365;4;0;0;C;09/11/1978;0;2;21/03/2005;2005;DV;21;60;8  56-+;87;b  71-+;7  2005;27;6  25-29;56-+;8;71-+;b;25-29;6
366;3;0;0;M;27/11/1978;0;2;04/06/2002;2002;DV;21;44;5  41-45;68;a  66-70;4  2002;24;5  20-24;41-45;5;66-70;a;20-24;5
367;2;0;0;M;09/04/1979;0;2;14/08/2003;2003;DV;21;54;7  51-55;78;b  71-+;5  2003;24;5  20-24;51-55;7;71-+;b;20-24;5
368;2;0;0;A;10/07/1980;0;2;14/01/2002;2002;DV;21;60;8  56-+;82;b  71-+;4  2002;22;5  20-24;56-+;8;71-+;b;20-24;5
369;2;0;0;C;10/10/1980;0;2;23/11/2000;2000;DV;21;31;3  31-35;51;7  51-55;2  2000;20;5  20-24;31-35;3;51-55;7;20-24;5
370;3;0;0;M;13/01/1981;0;2;01/02/2002;2002;DV;21;46;6  46-50;67;a  66-70;4  2002;21;5  20-24;46-50;6;66-70;a;20-24;5
371;2;0;0;M;18/01/1982;0;2;05/07/2001;2001;DV;21;28;2  26-30;47;6  46-50;3  2001;19;4  15-19;26-30;2;46-50;6;15-19;4
372;2;0;0;M;02/09/1982;0;2;20/12/2005;2005;DV;21;56;8  56-+;79;b  71-+;7  2005;23;5  20-24;56-+;8;71-+;b;20-24;5
373;3;0;0;D;08/12/1982;0;2;31/08/2001;2001;DV;21;40;4  36-40;59;8  56-60;3  2001;19;4  15-19;36-40;4;56-60;8;15-19;4
374;2;0;0;M;04/03/1983;0;2;03/05/2006;2006;DV;21;49;6  46-50;72;b  71-+;8  2006;23;5  20-24;46-50;6;71-+;b;20-24;5
375;2;0;0;M;03/12/1975;0;2;24/10/2003;2003;DV;21;47;6  46-50;75;b  71-+;5  2003;28;6  25-29;46-50;6;71-+;b;25-29;6
376;3;0;0;A;25/11/1976;0;2;11/02/2002;2002;DV;21;39;4  36-40;65;9  61-65;4  2002;26;6  25-29;36-40;4;61-65;9;25-29;6
377;2;2032;0;M;07/01/1977;0;2;05/01/2006;2006;DV;21;47;6  46-50;76;b  71-+;8  2006;29;6  25-29;46-50;6;71-+;b;25-29;6
378;3;1633;0;M;07/01/1977;0;2;05/01/2006;2006;DV;21;41;5  41-45;70;a  66-70;8  2006;29;6  25-29;41-45;5;66-70;a;25-29;6
379;2;0;0;A;15/02/1978;0;2;23/04/1999;1999;DV;21;49;6  46-50;70;a  66-70;1  1999;21;5  20-24;46-50;6;66-70;a;20-24;5
380;3;0;0;A;02/05/1978;0;2;28/01/2004;2004;DV;21;35;3  31-35;61;9  61-65;6  2004;26;6  25-29;31-35;3;61-65;9;25-29;6
381;2;0;0;A;12/05/1978;0;2;28/01/2004;2004;DV;21;45;5  41-45;71;b  71-+;6  2004;26;6  25-29;41-45;5;71-+;b;25-29;6
382;3;0;0;A;29/06/1978;0;2;30/01/2003;2003;DV;21;25;1  19-25;50;6  46-50;5  2003;25;6  25-29;19-25;1;46-50;6;25-29;6
383;3;0;0;A;19/09/1978;0;2;06/02/2006;2006;DV;21;36;4  36-40;64;9  61-65;8  2006;28;6  25-29;36-40;4;61-65;9;25-29;6
384;4;0;0;C;21/09/1978;0;2;16/10/2001;2001;DV;21;24;1  19-25;47;6  46-50;3  2001;23;5  20-24;19-25;1;46-50;6;20-24;5
385;2;0;0;A;16/10/1978;0;2;07/07/2003;2003;DV;21;39;4  36-40;64;9  61-65;5  2003;25;6  25-29;36-40;4;61-65;9;25-29;6
