Id;CDSEXE;MTREV;NBENF;CDSITFAM;DTADH;CDTMT;CDDEM;DTDEM;ANNEE_DEM;CDMOTDEM;CDCATCL;AGEAD;rangagead;agedem;rangagedem;rangdem;adh;rangadh;LBL_rangagead;ID_rangagead;LBL_agedem;ID_agedem;LBL_rangadh;ID_rangadh
24482;2;0;0;A;11/04/2001;0;2;09/07/2002;2002;DV;21;34;3  31-35;35;3  31-35;4  2002;1;1  1-4;31-35;3;31-35;3;01-avr;1
24483;4;0;0;A;11/04/2001;0;2;07/06/2002;2002;DV;21;23;1  19-25;24;1  19-25;4  2002;1;1  1-4;19-25;1;19-25;1;01-avr;1
24484;2;0;0;A;11/04/2001;0;2;07/06/2002;2002;DV;21;27;2  26-30;28;2  26-30;4  2002;1;1  1-4;26-30;2;26-30;2;01-avr;1
24485;2;0;3;M;11/04/2001;0;2;19/12/2005;2005;DV;21;35;3  31-35;39;4  36-40;7  2005;4;1  1-4;31-35;3;36-40;4;01-avr;1
24486;3;0;0;M;11/04/2001;2;2;31/07/2002;2002;DA;21;44;5  41-45;45;5  41-45;4  2002;1;1  1-4;41-45;5;41-45;5;01-avr;1
24487;4;0;0;C;12/04/2001;0;2;19/12/2003;2003;DV;21;53;7  51-55;55;7  51-55;5  2003;2;1  1-4;51-55;7;51-55;7;01-avr;1
24488;2;0;0;A;12/04/2001;2;2;27/09/2002;2002;DA;21;57;8  56-+;58;8  56-60;4  2002;1;1  1-4;56-+;8;56-60;8;01-avr;1
24489;2;0;0;A;13/04/2001;2;2;03/07/2001;2001;DA;21;51;7  51-55;51;7  51-55;3  2001;0;;51-55;7;51-55;7;;
24490;2;0;0;D;13/04/2001;0;2;27/07/2006;2006;DV;21;43;5  41-45;48;6  46-50;8  2006;5;2  5-9;41-45;5;46-50;6;05-sept;2
24491;2;1296;0;U;17/04/2001;0;2;08/12/2005;2005;DV;21;28;2  26-30;32;3  31-35;7  2005;4;1  1-4;26-30;2;31-35;3;01-avr;1
24492;3;0;0;A;17/04/2001;0;2;13/04/2005;2005;DA;25;52;7  51-55;56;8  56-60;7  2005;4;1  1-4;51-55;7;56-60;8;01-avr;1
24493;2;0;0;A;17/04/2001;0;2;02/08/2004;2004;DA;21;35;3  31-35;38;4  36-40;6  2004;3;1  1-4;31-35;3;36-40;4;01-avr;1
24494;3;0;0;M;18/04/2001;0;2;17/09/2004;2004;DA;21;34;3  31-35;37;4  36-40;6  2004;3;1  1-4;31-35;3;36-40;4;01-avr;1
24495;3;0;1;M;18/04/2001;0;2;28/08/2006;2006;DV;21;43;5  41-45;48;6  46-50;8  2006;5;2  5-9;41-45;5;46-50;6;05-sept;2
24496;3;0;0;M;18/04/2001;0;2;17/05/2006;2006;DV;21;24;1  19-25;29;2  26-30;8  2006;5;2  5-9;19-25;1;26-30;2;05-sept;2
24497;2;0;0;M;18/04/2001;0;2;17/05/2006;2006;DV;21;26;2  26-30;31;3  31-35;8  2006;5;2  5-9;26-30;2;31-35;3;05-sept;2
24498;3;1056;1;M;18/04/2001;2;2;07/11/2006;2006;DV;21;35;3  31-35;40;4  36-40;8  2006;5;2  5-9;31-35;3;36-40;4;05-sept;2
24499;2;1828;2;M;19/04/2001;0;2;05/08/2004;2004;DA;21;47;6  46-50;50;6  46-50;6  2004;3;1  1-4;46-50;6;46-50;6;01-avr;1
24500;4;0;0;A;19/04/2001;0;2;22/06/2001;2001;DV;21;81;8  56-+;81;b  71-+;3  2001;0;;56-+;8;71-+;b;;
24501;2;1554;0;U;19/04/2001;0;2;04/08/2006;2006;DV;21;27;2  26-30;32;3  31-35;8  2006;5;2  5-9;26-30;2;31-35;3;05-sept;2
24502;3;0;0;A;19/04/2001;0;2;21/07/2003;2003;DV;21;40;4  36-40;42;5  41-45;5  2003;2;1  1-4;36-40;4;41-45;5;01-avr;1
24503;2;0;0;A;19/04/2001;0;2;23/06/2003;2003;DV;21;43;5  41-45;45;5  41-45;5  2003;2;1  1-4;41-45;5;41-45;5;01-avr;1
24504;2;1598;0;U;20/04/2001;0;2;12/04/2005;2005;DV;21;30;2  26-30;34;3  31-35;7  2005;4;1  1-4;26-30;2;31-35;3;01-avr;1
24505;2;0;0;C;20/04/2001;0;2;19/01/2006;2006;DV;21;30;2  26-30;35;3  31-35;8  2006;5;2  5-9;26-30;2;31-35;3;05-sept;2
24506;3;1372;0;M;20/04/2001;0;2;28/08/2006;2006;DV;21;23;1  19-25;28;2  26-30;8  2006;5;2  5-9;19-25;1;26-30;2;05-sept;2
24507;4;0;0;C;20/04/2001;0;2;03/03/2004;2004;DA;21;47;6  46-50;50;6  46-50;6  2004;3;1  1-4;46-50;6;46-50;6;01-avr;1
24508;3;0;2;M;23/04/2001;0;2;04/09/2002;2002;DA;21;31;3  31-35;32;3  31-35;4  2002;1;1  1-4;31-35;3;31-35;3;01-avr;1
24509;2;0;0;M;23/04/2001;0;2;14/01/2005;2005;DV;21;36;4  36-40;40;4  36-40;7  2005;4;1  1-4;36-40;4;36-40;4;01-avr;1
24510;3;0;0;M;23/04/2001;0;2;14/01/2005;2005;DV;21;34;3  31-35;38;4  36-40;7  2005;4;1  1-4;31-35;3;36-40;4;01-avr;1
24511;3;0;0;A;23/04/2001;0;2;18/06/2001;2001;DV;21;48;6  46-50;48;6  46-50;3  2001;0;;46-50;6;46-50;6;;
24512;3;0;0;A;23/04/2001;0;2;26/09/2002;2002;DA;21;66;8  56-+;67;a  66-70;4  2002;1;1  1-4;56-+;8;66-70;a;01-avr;1
24513;3;2286;3;M;25/04/2001;0;2;05/08/2004;2004;DA;21;42;5  41-45;45;5  41-45;6  2004;3;1  1-4;41-45;5;41-45;5;01-avr;1
24514;3;0;0;M;25/04/2001;0;2;09/02/2006;2006;DV;21;24;1  19-25;29;2  26-30;8  2006;5;2  5-9;19-25;1;26-30;2;05-sept;2
24515;3;0;0;A;25/04/2001;0;2;08/12/2004;2004;DV;21;34;3  31-35;37;4  36-40;6  2004;3;1  1-4;31-35;3;36-40;4;01-avr;1
24516;3;0;0;A;25/04/2001;0;2;29/04/2003;2003;RA;21;50;6  46-50;52;7  51-55;5  2003;2;1  1-4;46-50;6;51-55;7;01-avr;1
24517;2;0;0;U;25/04/2001;0;2;23/12/2005;2005;DV;21;30;2  26-30;34;3  31-35;7  2005;4;1  1-4;26-30;2;31-35;3;01-avr;1
24518;3;0;0;M;25/04/2001;0;2;14/12/2001;2001;DA;21;58;8  56-+;58;8  56-60;3  2001;0;;56-+;8;56-60;8;;
24519;3;0;0;A;25/04/2001;0;2;23/05/2002;2002;DA;21;47;6  46-50;48;6  46-50;4  2002;1;1  1-4;46-50;6;46-50;6;01-avr;1
24520;2;0;0;A;25/04/2001;0;2;21/07/2004;2004;DA;21;36;4  36-40;39;4  36-40;6  2004;3;1  1-4;36-40;4;36-40;4;01-avr;1
24521;3;0;0;A;26/04/2001;0;2;10/06/2002;2002;DV;21;39;4  36-40;40;4  36-40;4  2002;1;1  1-4;36-40;4;36-40;4;01-avr;1
24522;2;0;0;A;26/04/2001;0;2;10/06/2002;2002;DV;21;38;4  36-40;39;4  36-40;4  2002;1;1  1-4;36-40;4;36-40;4;01-avr;1
24523;3;1006;0;A;26/04/2001;0;2;16/01/2003;2003;DV;21;30;2  26-30;32;3  31-35;5  2003;2;1  1-4;26-30;2;31-35;3;01-avr;1
24524;2;0;0;D;26/04/2001;0;2;27/07/2006;2006;DV;21;65;8  56-+;70;a  66-70;8  2006;5;2  5-9;56-+;8;66-70;a;05-sept;2
24525;4;1525;0;C;26/04/2001;0;2;27/06/2005;2005;DV;21;25;1  19-25;29;2  26-30;7  2005;4;1  1-4;19-25;1;26-30;2;01-avr;1
24526;2;2497;0;M;26/04/2001;0;2;24/04/2006;2006;DV;21;57;8  56-+;62;9  61-65;8  2006;5;2  5-9;56-+;8;61-65;9;05-sept;2
24527;2;0;0;A;26/04/2001;0;2;02/07/2001;2001;DA;21;55;7  51-55;55;7  51-55;3  2001;0;;51-55;7;51-55;7;;
24528;3;0;0;A;26/04/2001;0;2;17/01/2005;2005;DV;21;26;2  26-30;30;2  26-30;7  2005;4;1  1-4;26-30;2;26-30;2;01-avr;1
24529;2;0;0;M;26/04/2001;0;2;01/02/2005;2005;DV;21;33;3  31-35;37;4  36-40;7  2005;4;1  1-4;31-35;3;36-40;4;01-avr;1
24530;3;0;2;M;27/04/2001;0;2;18/11/2004;2004;DA;21;51;7  51-55;54;7  51-55;6  2004;3;1  1-4;51-55;7;51-55;7;01-avr;1
24531;4;0;0;C;27/04/2001;0;2;22/05/2006;2006;DV;21;31;3  31-35;36;4  36-40;8  2006;5;2  5-9;31-35;3;36-40;4;05-sept;2
24532;4;0;0;C;27/04/2001;0;2;16/12/2003;2003;DV;21;26;2  26-30;28;2  26-30;5  2003;2;1  1-4;26-30;2;26-30;2;01-avr;1
24533;2;0;0;A;27/04/2001;0;2;25/11/2003;2003;DV;21;24;1  19-25;26;2  26-30;5  2003;2;1  1-4;19-25;1;26-30;2;01-avr;1
24534;3;0;0;A;27/04/2001;0;2;25/11/2003;2003;DV;21;28;2  26-30;30;2  26-30;5  2003;2;1  1-4;26-30;2;26-30;2;01-avr;1
24535;2;0;0;M;27/04/2001;0;2;18/10/2004;2004;DA;25;54;7  51-55;57;8  56-60;6  2004;3;1  1-4;51-55;7;56-60;8;01-avr;1
24536;2;2634;3;A;30/04/2001;0;2;15/04/2002;2002;DA;21;42;5  41-45;43;5  41-45;4  2002;1;1  1-4;41-45;5;41-45;5;01-avr;1
24537;3;0;0;A;30/04/2001;0;2;14/10/2003;2003;DA;21;50;6  46-50;52;7  51-55;5  2003;2;1  1-4;46-50;6;51-55;7;01-avr;1
24538;3;0;2;M;30/04/2001;0;2;24/06/2005;2005;DV;21;40;4  36-40;44;5  41-45;7  2005;4;1  1-4;36-40;4;41-45;5;01-avr;1
24539;3;0;0;M;30/04/2001;0;2;27/07/2006;2006;DV;21;61;8  56-+;66;a  66-70;8  2006;5;2  5-9;56-+;8;66-70;a;05-sept;2
24540;2;0;0;A;30/04/2001;0;2;27/06/2001;2001;DV;21;69;8  56-+;69;a  66-70;3  2001;0;;56-+;8;66-70;a;;
24541;4;0;0;C;30/04/2001;0;2;28/11/2001;2001;DV;21;26;2  26-30;26;2  26-30;3  2001;0;;26-30;2;26-30;2;;
24542;2;1829;2;M;02/05/2001;0;2;21/03/2003;2003;DV;21;33;3  31-35;35;3  31-35;5  2003;2;1  1-4;31-35;3;31-35;3;01-avr;1
24543;3;0;0;M;03/05/2001;0;2;07/02/2005;2005;DA;23;36;4  36-40;40;4  36-40;7  2005;4;1  1-4;36-40;4;36-40;4;01-avr;1
24544;3;0;0;A;03/05/2001;0;2;02/07/2001;2001;DA;21;45;5  41-45;45;5  41-45;3  2001;0;;41-45;5;41-45;5;;
24545;2;0;0;A;03/05/2001;0;2;23/08/2001;2001;DA;21;39;4  36-40;39;4  36-40;3  2001;0;;36-40;4;36-40;4;;
24546;3;0;0;G;04/05/2001;0;2;12/05/2005;2005;DA;25;56;8  56-+;60;8  56-60;7  2005;4;1  1-4;56-+;8;56-60;8;01-avr;1
24547;3;2058;2;A;04/05/2001;0;2;15/05/2002;2002;DA;21;48;6  46-50;49;6  46-50;4  2002;1;1  1-4;46-50;6;46-50;6;01-avr;1
24548;2;3683;3;M;04/05/2001;0;2;19/11/2001;2001;DV;21;47;6  46-50;47;6  46-50;3  2001;0;;46-50;6;46-50;6;;
24549;2;1250;0;A;04/05/2001;0;2;01/04/2003;2003;DV;21;38;4  36-40;40;4  36-40;5  2003;2;1  1-4;36-40;4;36-40;4;01-avr;1
24550;4;0;0;A;04/05/2001;2;2;23/07/2001;2001;DV;21;32;3  31-35;32;3  31-35;3  2001;0;;31-35;3;31-35;3;;
24551;2;1686;2;M;04/05/2001;0;2;19/01/2006;2006;DV;21;40;4  36-40;45;5  41-45;8  2006;5;2  5-9;36-40;4;41-45;5;05-sept;2
24552;2;0;0;M;04/05/2001;0;2;03/11/2006;2006;DV;21;32;3  31-35;37;4  36-40;8  2006;5;2  5-9;31-35;3;36-40;4;05-sept;2
24553;3;2286;2;A;07/05/2001;0;2;05/08/2004;2004;DA;21;51;7  51-55;54;7  51-55;6  2004;3;1  1-4;51-55;7;51-55;7;01-avr;1
24554;2;0;0;M;07/05/2001;0;2;24/12/2004;2004;DV;21;60;8  56-+;63;9  61-65;6  2004;3;1  1-4;56-+;8;61-65;9;01-avr;1
24555;2;0;1;M;07/05/2001;0;2;19/06/2006;2006;DV;21;44;5  41-45;49;6  46-50;8  2006;5;2  5-9;41-45;5;46-50;6;05-sept;2
24556;3;0;0;A;07/05/2001;0;2;21/06/2004;2004;DA;21;65;8  56-+;68;a  66-70;6  2004;3;1  1-4;56-+;8;66-70;a;01-avr;1
24557;3;0;0;A;07/05/2001;0;2;27/07/2006;2006;DV;21;43;5  41-45;48;6  46-50;8  2006;5;2  5-9;41-45;5;46-50;6;05-sept;2
24558;4;1032;2;C;09/05/2001;0;2;29/06/2006;2006;DV;21;29;2  26-30;34;3  31-35;8  2006;5;2  5-9;26-30;2;31-35;3;05-sept;2
24559;2;0;0;A;09/05/2001;0;2;29/11/2005;2005;DV;21;29;2  26-30;33;3  31-35;7  2005;4;1  1-4;26-30;2;31-35;3;01-avr;1
24560;4;0;0;A;09/05/2001;0;2;27/06/2001;2001;DV;21;30;2  26-30;30;2  26-30;3  2001;0;;26-30;2;26-30;2;;
24561;2;1173;0;C;10/05/2001;0;2;10/01/2005;2005;DV;21;22;1  19-25;26;2  26-30;7  2005;4;1  1-4;19-25;1;26-30;2;01-avr;1
24562;4;1298;0;U;10/05/2001;0;2;10/01/2005;2005;DV;21;23;1  19-25;27;2  26-30;7  2005;4;1  1-4;19-25;1;26-30;2;01-avr;1
24563;2;0;0;A;10/05/2001;0;2;23/07/2001;2001;DV;21;36;4  36-40;36;4  36-40;3  2001;0;;36-40;4;36-40;4;;
24564;3;0;0;A;10/05/2001;0;2;13/06/2002;2002;RA;21;54;7  51-55;55;7  51-55;4  2002;1;1  1-4;51-55;7;51-55;7;01-avr;1
24565;4;0;0;U;10/05/2001;0;2;10/12/2003;2003;DV;21;32;3  31-35;34;3  31-35;5  2003;2;1  1-4;31-35;3;31-35;3;01-avr;1
24566;2;0;0;A;10/05/2001;0;2;11/06/2001;2001;RA;21;24;1  19-25;24;1  19-25;3  2001;0;;19-25;1;19-25;1;;
24567;2;0;0;A;10/05/2001;0;2;05/01/2006;2006;RA;23;46;6  46-50;51;7  51-55;8  2006;5;2  5-9;46-50;6;51-55;7;05-sept;2
24568;3;0;0;M;10/05/2001;0;2;16/11/2004;2004;DA;25;60;8  56-+;63;9  61-65;6  2004;3;1  1-4;56-+;8;61-65;9;01-avr;1
24569;3;0;0;B;11/05/2001;0;2;12/08/2004;2004;DA;21;36;4  36-40;39;4  36-40;6  2004;3;1  1-4;36-40;4;36-40;4;01-avr;1
24570;3;0;0;A;11/05/2001;0;2;22/09/2004;2004;DV;21;44;5  41-45;47;6  46-50;6  2004;3;1  1-4;41-45;5;46-50;6;01-avr;1
24571;2;2439;0;A;11/05/2001;0;2;02/08/2004;2004;DA;21;41;5  41-45;44;5  41-45;6  2004;3;1  1-4;41-45;5;41-45;5;01-avr;1
24572;2;0;0;A;11/05/2001;0;2;15/12/2003;2003;DV;21;54;7  51-55;56;8  56-60;5  2003;2;1  1-4;51-55;7;56-60;8;01-avr;1
24573;3;1298;0;B;11/05/2001;0;2;17/03/2005;2005;DV;21;25;1  19-25;29;2  26-30;7  2005;4;1  1-4;19-25;1;26-30;2;01-avr;1
24574;2;1899;0;M;11/05/2001;0;2;17/03/2005;2005;DV;21;24;1  19-25;28;2  26-30;7  2005;4;1  1-4;19-25;1;26-30;2;01-avr;1
24575;2;0;0;M;14/05/2001;0;2;18/09/2006;2006;DV;21;50;6  46-50;55;7  51-55;8  2006;5;2  5-9;46-50;6;51-55;7;05-sept;2
24576;2;0;0;A;14/05/2001;0;2;27/07/2001;2001;RA;21;46;6  46-50;46;6  46-50;3  2001;0;;46-50;6;46-50;6;;
24577;4;0;0;A;14/05/2001;0;2;06/09/2001;2001;DV;21;33;3  31-35;33;3  31-35;3  2001;0;;31-35;3;31-35;3;;
24578;2;0;0;C;14/05/2001;0;2;22/05/2006;2006;DV;21;24;1  19-25;29;2  26-30;8  2006;5;2  5-9;19-25;1;26-30;2;05-sept;2
24579;3;0;0;M;14/05/2001;2;2;01/12/2005;2005;DA;21;59;8  56-+;63;9  61-65;7  2005;4;1  1-4;56-+;8;61-65;9;01-avr;1
24580;3;0;1;M;14/05/2001;0;2;08/12/2005;2005;DA;21;37;4  36-40;41;5  41-45;7  2005;4;1  1-4;36-40;4;41-45;5;01-avr;1
24581;3;2286;2;A;15/05/2001;0;2;29/01/2003;2003;DA;21;39;4  36-40;41;5  41-45;5  2003;2;1  1-4;36-40;4;41-45;5;01-avr;1
24582;3;1315;4;A;15/05/2001;0;2;13/05/2002;2002;DA;21;43;5  41-45;44;5  41-45;4  2002;1;1  1-4;41-45;5;41-45;5;01-avr;1
24583;2;0;0;S;15/05/2001;0;2;30/01/2004;2004;DA;25;43;5  41-45;46;6  46-50;6  2004;3;1  1-4;41-45;5;46-50;6;01-avr;1
24584;4;1716;0;C;15/05/2001;0;2;27/07/2006;2006;DV;21;25;1  19-25;30;2  26-30;8  2006;5;2  5-9;19-25;1;26-30;2;05-sept;2
24585;3;0;0;C;15/05/2001;0;2;13/11/2006;2006;DV;21;27;2  26-30;32;3  31-35;8  2006;5;2  5-9;26-30;2;31-35;3;05-sept;2
24586;2;0;0;A;15/05/2001;0;2;06/10/2005;2005;RA;21;38;4  36-40;42;5  41-45;7  2005;4;1  1-4;36-40;4;41-45;5;01-avr;1
24587;2;0;0;M;15/05/2001;0;2;26/12/2005;2005;DV;21;33;3  31-35;37;4  36-40;7  2005;4;1  1-4;31-35;3;36-40;4;01-avr;1
24588;3;0;0;A;15/05/2001;0;2;01/06/2001;2001;DA;21;59;8  56-+;59;8  56-60;3  2001;0;;56-+;8;56-60;8;;
24589;3;0;0;M;15/05/2001;0;2;04/07/2001;2001;DA;21;42;5  41-45;42;5  41-45;3  2001;0;;41-45;5;41-45;5;;
24590;3;1773;2;M;16/05/2001;0;2;21/11/2001;2001;DA;21;46;6  46-50;46;6  46-50;3  2001;0;;46-50;6;46-50;6;;
24591;3;2667;1;A;16/05/2001;0;2;24/01/2005;2005;DA;21;50;6  46-50;54;7  51-55;7  2005;4;1  1-4;46-50;6;51-55;7;01-avr;1
24592;3;0;0;D;16/05/2001;0;2;13/07/2005;2005;DA;25;47;6  46-50;51;7  51-55;7  2005;4;1  1-4;46-50;6;51-55;7;01-avr;1
24593;3;0;0;M;16/05/2001;0;2;21/12/2006;2006;DV;21;51;7  51-55;56;8  56-60;8  2006;5;2  5-9;51-55;7;56-60;8;05-sept;2
24594;3;0;0;A;16/05/2001;2;2;05/07/2001;2001;DA;21;45;5  41-45;45;5  41-45;3  2001;0;;41-45;5;41-45;5;;
24595;2;3536;2;A;17/05/2001;0;2;10/02/2004;2004;DA;21;40;4  36-40;43;5  41-45;6  2004;3;1  1-4;36-40;4;41-45;5;01-avr;1
24596;3;0;1;A;17/05/2001;0;2;23/11/2001;2001;DA;21;35;3  31-35;35;3  31-35;3  2001;0;;31-35;3;31-35;3;;
24597;4;0;0;C;17/05/2001;0;2;05/01/2005;2005;DV;21;20;1  19-25;24;1  19-25;7  2005;4;1  1-4;19-25;1;19-25;1;01-avr;1
24598;2;0;0;A;17/05/2001;0;2;14/06/2001;2001;RA;21;34;3  31-35;34;3  31-35;3  2001;0;;31-35;3;31-35;3;;
24599;3;0;0;A;17/05/2001;0;2;13/06/2001;2001;RA;21;33;3  31-35;33;3  31-35;3  2001;0;;31-35;3;31-35;3;;
24600;2;0;0;C;17/05/2001;0;2;02/02/2006;2006;DV;21;26;2  26-30;31;3  31-35;8  2006;5;2  5-9;26-30;2;31-35;3;05-sept;2
24601;3;0;0;M;17/05/2001;0;2;17/07/2001;2001;DA;21;54;7  51-55;54;7  51-55;3  2001;0;;51-55;7;51-55;7;;
24602;3;0;0;A;17/05/2001;2;2;13/08/2002;2002;DA;21;48;6  46-50;49;6  46-50;4  2002;1;1  1-4;46-50;6;46-50;6;01-avr;1
24603;2;1707;0;M;18/05/2001;0;2;13/08/2004;2004;DA;21;41;5  41-45;44;5  41-45;6  2004;3;1  1-4;41-45;5;41-45;5;01-avr;1
24604;3;0;0;A;18/05/2001;0;2;14/06/2001;2001;RA;21;29;2  26-30;29;2  26-30;3  2001;0;;26-30;2;26-30;2;;
24605;2;2245;0;B;18/05/2001;2;2;21/09/2005;2005;DA;21;57;8  56-+;61;9  61-65;7  2005;4;1  1-4;56-+;8;61-65;9;01-avr;1
24606;2;0;0;M;18/05/2001;0;2;28/08/2006;2006;DV;21;23;1  19-25;28;2  26-30;8  2006;5;2  5-9;19-25;1;26-30;2;05-sept;2
24607;3;0;0;M;18/05/2001;0;2;26/12/2005;2005;DV;21;28;2  26-30;32;3  31-35;7  2005;4;1  1-4;26-30;2;31-35;3;01-avr;1
24608;2;0;0;B;18/05/2001;0;2;30/08/2005;2005;DA;25;59;8  56-+;63;9  61-65;7  2005;4;1  1-4;56-+;8;61-65;9;01-avr;1
24609;3;0;0;M;21/05/2001;0;2;08/04/2002;2002;DA;21;38;4  36-40;39;4  36-40;4  2002;1;1  1-4;36-40;4;36-40;4;01-avr;1
24610;3;0;0;A;21/05/2001;0;2;18/09/2001;2001;DV;21;64;8  56-+;64;9  61-65;3  2001;0;;56-+;8;61-65;9;;
24611;3;0;0;A;21/05/2001;0;2;23/01/2004;2004;DA;21;54;7  51-55;57;8  56-60;6  2004;3;1  1-4;51-55;7;56-60;8;01-avr;1
24612;3;1219;2;B;22/05/2001;0;2;04/08/2004;2004;DA;21;58;8  56-+;61;9  61-65;6  2004;3;1  1-4;56-+;8;61-65;9;01-avr;1
24613;4;0;0;A;22/05/2001;0;2;25/07/2001;2001;DV;21;27;2  26-30;27;2  26-30;3  2001;0;;26-30;2;26-30;2;;
24614;3;1952;3;M;22/05/2001;0;2;06/08/2004;2004;DV;21;33;3  31-35;36;4  36-40;6  2004;3;1  1-4;31-35;3;36-40;4;01-avr;1
24615;2;0;0;M;22/05/2001;0;2;02/02/2006;2006;DV;21;51;7  51-55;56;8  56-60;8  2006;5;2  5-9;51-55;7;56-60;8;05-sept;2
24616;4;2497;2;C;23/05/2001;0;2;29/03/2005;2005;DA;21;44;5  41-45;48;6  46-50;7  2005;4;1  1-4;41-45;5;46-50;6;01-avr;1
24617;3;0;2;M;23/05/2001;0;2;07/09/2001;2001;DV;21;41;5  41-45;41;5  41-45;3  2001;0;;41-45;5;41-45;5;;
24618;2;0;0;A;23/05/2001;0;2;21/10/2004;2004;DA;21;43;5  41-45;46;6  46-50;6  2004;3;1  1-4;41-45;5;46-50;6;01-avr;1
24619;4;0;0;A;25/05/2001;0;2;01/08/2001;2001;DV;21;39;4  36-40;39;4  36-40;3  2001;0;;36-40;4;36-40;4;;
24620;2;0;0;A;25/05/2001;0;2;01/08/2001;2001;DV;21;43;5  41-45;43;5  41-45;3  2001;0;;41-45;5;41-45;5;;
24621;3;0;0;C;25/05/2001;0;2;25/07/2006;2006;DV;21;31;3  31-35;36;4  36-40;8  2006;5;2  5-9;31-35;3;36-40;4;05-sept;2
24622;3;0;0;M;25/05/2001;0;2;21/06/2005;2005;DV;21;23;1  19-25;27;2  26-30;7  2005;4;1  1-4;19-25;1;26-30;2;01-avr;1
24623;2;0;0;A;25/05/2001;0;2;11/12/2003;2003;DV;21;48;6  46-50;50;6  46-50;5  2003;2;1  1-4;46-50;6;46-50;6;01-avr;1
24624;3;0;0;M;25/05/2001;0;2;03/05/2006;2006;DA;21;53;7  51-55;58;8  56-60;8  2006;5;2  5-9;51-55;7;56-60;8;05-sept;2
24625;3;1500;3;M;25/05/2001;0;2;27/04/2005;2005;DA;21;44;5  41-45;48;6  46-50;7  2005;4;1  1-4;41-45;5;46-50;6;01-avr;1
24626;3;0;0;M;25/05/2001;0;2;21/07/2004;2004;DA;21;30;2  26-30;33;3  31-35;6  2004;3;1  1-4;26-30;2;31-35;3;01-avr;1
24627;3;0;0;A;25/05/2001;0;2;10/12/2003;2003;DA;21;39;4  36-40;41;5  41-45;5  2003;2;1  1-4;36-40;4;41-45;5;01-avr;1
24628;2;0;0;M;28/05/2001;0;2;17/10/2001;2001;DA;25;51;7  51-55;51;7  51-55;3  2001;0;;51-55;7;51-55;7;;
24629;4;0;0;A;28/05/2001;0;2;06/03/2003;2003;DV;21;29;2  26-30;31;3  31-35;5  2003;2;1  1-4;26-30;2;31-35;3;01-avr;1
24630;3;0;0;A;29/05/2001;2;2;26/06/2001;2001;DA;21;52;7  51-55;52;7  51-55;3  2001;0;;51-55;7;51-55;7;;
24631;2;0;0;B;29/05/2001;2;2;10/08/2001;2001;DA;21;26;2  26-30;26;2  26-30;3  2001;0;;26-30;2;26-30;2;;
24632;4;0;0;C;29/05/2001;0;2;07/02/2005;2005;DV;21;29;2  26-30;33;3  31-35;7  2005;4;1  1-4;26-30;2;31-35;3;01-avr;1
24633;2;0;0;A;29/05/2001;0;2;23/03/2006;2006;RA;21;33;3  31-35;38;4  36-40;8  2006;5;2  5-9;31-35;3;36-40;4;05-sept;2
24634;3;0;0;A;30/05/2001;2;2;05/06/2001;2001;DA;10;65;8  56-+;65;9  61-65;3  2001;0;;56-+;8;61-65;9;;
24635;3;1947;4;M;30/05/2001;0;2;18/09/2002;2002;DA;21;37;4  36-40;38;4  36-40;4  2002;1;1  1-4;36-40;4;36-40;4;01-avr;1
24636;3;0;0;M;30/05/2001;0;2;09/12/2003;2003;DA;25;50;6  46-50;52;7  51-55;5  2003;2;1  1-4;46-50;6;51-55;7;01-avr;1
24637;2;1796;0;C;30/05/2001;0;2;18/04/2006;2006;DV;21;25;1  19-25;30;2  26-30;8  2006;5;2  5-9;19-25;1;26-30;2;05-sept;2
24638;4;0;0;A;30/05/2001;0;2;24/10/2003;2003;DV;21;26;2  26-30;28;2  26-30;5  2003;2;1  1-4;26-30;2;26-30;2;01-avr;1
24639;2;0;0;A;30/05/2001;0;2;07/09/2001;2001;DV;21;39;4  36-40;39;4  36-40;3  2001;0;;36-40;4;36-40;4;;
24640;2;0;0;A;30/05/2001;0;2;03/10/2002;2002;RA;21;22;1  19-25;23;1  19-25;4  2002;1;1  1-4;19-25;1;19-25;1;01-avr;1
24641;3;0;0;A;31/05/2001;0;2;03/06/2005;2005;DA;21;45;5  41-45;49;6  46-50;7  2005;4;1  1-4;41-45;5;46-50;6;01-avr;1
24642;3;0;3;M;31/05/2001;0;2;17/01/2002;2002;DA;21;37;4  36-40;38;4  36-40;4  2002;1;1  1-4;36-40;4;36-40;4;01-avr;1
24643;2;0;0;U;31/05/2001;0;2;15/06/2005;2005;DV;21;25;1  19-25;29;2  26-30;7  2005;4;1  1-4;19-25;1;26-30;2;01-avr;1
24644;4;0;0;U;31/05/2001;0;2;17/06/2005;2005;DV;21;23;1  19-25;27;2  26-30;7  2005;4;1  1-4;19-25;1;26-30;2;01-avr;1
24645;3;0;0;M;01/06/2001;0;2;25/10/2006;2006;DV;21;25;1  19-25;30;2  26-30;8  2006;5;2  5-9;19-25;1;26-30;2;05-sept;2
24646;3;0;3;B;01/06/2001;0;2;27/08/2004;2004;DA;21;36;4  36-40;39;4  36-40;6  2004;3;1  1-4;36-40;4;36-40;4;01-avr;1
24647;2;0;0;A;01/06/2001;0;2;08/08/2002;2002;DA;25;45;5  41-45;46;6  46-50;4  2002;1;1  1-4;41-45;5;46-50;6;01-avr;1
